unique_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,source_id,source_page,"fte_center_abbrev	",fte_work_unit,fte_work_unit_certainty,fte_pct_rifd,fte_currently_rifd_count,fte_not_impacted,fte_admin_leave,fte_reinstated,fte_separated,fte_unclear,fte_total_fte
CDC-002380,2026,HHS,CDC,Injury Prevention and Control,Intentional Injury,Domestic Violence and Sexual Violence,Child Sexual Abuse Prevention,Operational Plan,Enacted,sub_program_3_level,3,Discretionary,Active,Non-add,S026,2,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-002381,2026,HHS,CDC,Injury Prevention and Control,Intentional Injury,Youth Violence Prevention,,Operational Plan,Enacted,sub_program_2_level,18.1,Discretionary,Active,Subcomponent,S026,2,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-002382,2026,HHS,CDC,Injury Prevention and Control,Intentional Injury,Domestic Violence Community Projects,,Operational Plan,Enacted,sub_program_2_level,7.5,Discretionary,Active,Subcomponent,S026,2,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-002383,2026,HHS,CDC,Injury Prevention and Control,Intentional Injury,Rape Prevention,,Operational Plan,Enacted,sub_program_2_level,61.8,Discretionary,Active,Subcomponent,S026,2,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-002384,2026,HHS,CDC,Injury Prevention and Control,Intentional Injury,Suicide Prevention,,Operational Plan,Enacted,sub_program_2_level,30,Discretionary,Active,Subcomponent,S026,2,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-002385,2026,HHS,CDC,Injury Prevention and Control,Intentional Injury,Adverse Childhood Experiences,,Operational Plan,Enacted,sub_program_2_level,9,Discretionary,Active,Subcomponent,S026,2,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-002386,2026,HHS,CDC,Injury Prevention and Control,National Violent Death Reporting System (NVDRS),,,Operational Plan,Enacted,sub_program_level,24.5,Discretionary,Active,No,S026,3,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-002387,2026,HHS,CDC,Injury Prevention and Control,Unintentional Injury,,,Operational Plan,Enacted,sub_program_level,13.3,Discretionary,Active,No,S026,3,NCIPC,Division of Injury Prevention,High,52,67,12,,50,67,,129
CDC-002388,2026,HHS,CDC,Injury Prevention and Control,Unintentional Injury,Traumatic Brain Injury (TBI),,Operational Plan,Enacted,sub_program_2_level,8.3,Discretionary,Active,Subcomponent,S026,3,NCIPC,Division of Injury Prevention,High,52,67,12,,50,67,,129
CDC-002389,2026,HHS,CDC,Injury Prevention and Control,Unintentional Injury,Elderly Falls,,Operational Plan,Enacted,sub_program_2_level,3.1,Discretionary,Active,Subcomponent,S026,3,NCIPC,Division of Injury Prevention,High,52,67,12,,50,67,,129
CDC-002390,2026,HHS,CDC,Injury Prevention and Control,Unintentional Injury,Drowning,,Operational Plan,Enacted,sub_program_2_level,2,Discretionary,Active,Subcomponent,S026,3,NCIPC,Division of Injury Prevention,High,52,67,12,,50,67,,129
CDC-002391,2026,HHS,CDC,Injury Prevention and Control,Other Injury Prevention Activities,,,Operational Plan,Enacted,sub_program_level,30,Discretionary,Active,No,S026,3,NCIPC,Division of Injury Prevention,High,52,67,12,,50,67,,129
CDC-002392,2026,HHS,CDC,Injury Prevention and Control,Opioid Overdose Prevention and Surveillance,,,Operational Plan,Enacted,sub_program_level,505.6,Discretionary,Active,No,S026,3,NCIPC,Division of Overdose Prevention,High,0,0,177,,,,,177
CDC-002393,2026,HHS,CDC,Injury Prevention and Control,Injury Control Research Centers,,,Operational Plan,Enacted,sub_program_level,11,Discretionary,Active,No,S026,3,NCIPC,Division of Injury Prevention,High,52,67,12,,50,67,,129
CDC-002394,2026,HHS,CDC,Injury Prevention and Control,Firearm Injury and Mortality Prevention Research,,,Operational Plan,Enacted,sub_program_level,12.5,Discretionary,Active,No,S026,3,NCIPC,Division of Violence Prevention,High,54,93,46,,33,93,,172
CDC-002398,2026,HHS,CDC,Public Health Scientific Services,Health Statistics,,,Operational Plan,Enacted,sub_program_level,187.4,Total,Active,No,S026,3,NCHS,National Center for Health Statistics,High,0,0,312,,119,,,431
CDC-002399,2026,HHS,CDC,Public Health Scientific Services,Health Statistics,Health Statistics - BA,,Operational Plan,Enacted,sub_program_2_level,144.5,Discretionary,Active,Subcomponent,S026,3,NCHS,National Center for Health Statistics,High,0,0,312,,119,,,431
CDC-002400,2026,HHS,CDC,Public Health Scientific Services,Health Statistics,Health Statistics - PHS Evaluation Transfer,,Operational Plan,Enacted,sub_program_2_level,42.9,PHS Evaluation,Active,Subcomponent,S026,3,NCHS,National Center for Health Statistics,High,0,0,312,,119,,,431
CDC-002401,2026,HHS,CDC,Public Health Scientific Services,"Surveillance, Epidemiology, and Informatics",,,Operational Plan,Enacted,sub_program_level,298.1,Discretionary,Active,No,S026,3,PHSS,"Office of Public Health Data, Surveillance, and Technology",High,0,0,227,,54,,,281
CDC-002402,2026,HHS,CDC,Public Health Scientific Services,Advancing Laboratory Science,,,Operational Plan,Enacted,sub_program_level,26,Discretionary,Active,No,S026,3,PHSS,Office of Laboratory Systems and Response,High,0,0,321,,313,,,634
CDC-002403,2026,HHS,CDC,Public Health Scientific Services,Public Health Data Modernization,,,Operational Plan,Enacted,sub_program_level,185,Discretionary,Active,No,S026,3,PHSS,"Office of Public Health Data, Surveillance, and Technology",High,0,0,227,,54,,,281
CDC-002404,2026,HHS,CDC,Public Health Scientific Services,Public Health Workforce,,,Operational Plan,Enacted,sub_program_level,71,Discretionary,Active,No,S026,3,PHSS,Division of Workforce Development,High,0,0,200,,169,,,369
CDC-002407,2026,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda (NORA),,,Operational Plan,Enacted,sub_program_level,120.5,Discretionary,Active,No,S026,3,NIOSH,Office of the Director,High,0,0,,,230,,,230
CDC-002408,2026,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda (NORA),"Agriculture, Forestry, Fishing (AgFF)",,Operational Plan,Enacted,sub_program_2_level,30,Discretionary,Active,Non-add,S026,3,NIOSH,Office of the Director,High,0,0,,,230,,,230
CDC-002409,2026,HHS,CDC,Occupational Safety and Health,Education and Research Centers,,,Operational Plan,Enacted,sub_program_level,32,Discretionary,Active,No,S026,3,NIOSH,Office of the Director,High,0,0,,,230,,,230
CDC-002410,2026,HHS,CDC,Occupational Safety and Health,Personal Protective Technology,,,Operational Plan,Enacted,sub_program_level,23,Discretionary,Active,No,S026,3,NIOSH,National Personal Protective Technology Laboratory,High,0,0,,,87,,,87
CDC-002411,2026,HHS,CDC,Occupational Safety and Health,Mining Research,,,Operational Plan,Enacted,sub_program_level,68.5,Discretionary,Active,No,S026,4,NIOSH,Pittsburgh Mining Research Division; Spokane Mining Research Division,High,0,0,,,159,,,159
CDC-002412,2026,HHS,CDC,Occupational Safety and Health,Other Occupational Safety and Health Research,,,Operational Plan,Enacted,sub_program_level,115.1,Discretionary,Active,No,S026,4,NIOSH,Office of the Director,Low,0,0,,,230,,,230
CDC-002413,2026,HHS,CDC,Occupational Safety and Health,Other Occupational Safety and Health Research,Total Worker Health,,Operational Plan,Enacted,sub_program_2_level,11.8,Discretionary,Active,Non-add,S026,4,NIOSH,Office of the Director,Low,0,0,,,230,,,230
CDC-002414,2026,HHS,CDC,Occupational Safety and Health,National Mesothelioma Registry and Tissue Bank,,,Operational Plan,Enacted,sub_program_level,1.2,Discretionary,Active,No,S026,4,NIOSH,Office of the Director,High,0,0,,,230,,,230
CDC-002415,2026,HHS,CDC,Occupational Safety and Health,Firefighter Cancer Registry,,,Operational Plan,Enacted,sub_program_level,6.5,Discretionary,Active,No,S026,4,NIOSH,Division of Field Studies and Engineering,High,0,0,,,111,,,111
CDC-002418,2026,HHS,CDC,Global Health,Global HIV/AIDS Program,,,Operational Plan,Enacted,sub_program_level,128.9,Discretionary,Active,No,S026,4,GHC,Division of Global HIV and TB,High,23,119,380,,27,119,,526
CDC-002419,2026,HHS,CDC,Global Health,Global Tuberculosis,,,Operational Plan,Enacted,sub_program_level,11.7,Discretionary,Active,No,S026,4,GHC,Division of Global HIV and TB,High,23,119,380,,27,119,,526
CDC-002421,2026,HHS,CDC,Global Health,Global Immunization Program,Polio Eradication,,Operational Plan,Enacted,sub_program_2_level,180,Discretionary,Active,Subcomponent,S026,4,GHC,Global Immunization Division,High,0,0,166,,,,,166
CDC-002422,2026,HHS,CDC,Global Health,Global Immunization Program,Measles and Other Vaccine Preventable Diseases,,Operational Plan,Enacted,sub_program_2_level,50,Discretionary,Active,Subcomponent,S026,4,GHC,Global Immunization Division,High,0,0,166,,,,,166
CDC-002423,2026,HHS,CDC,Global Health,Parasitic Diseases and Malaria,,,Operational Plan,Enacted,sub_program_level,29,Discretionary,Active,No,S026,4,GHC,Division of Global Health Protection,Medium,0,0,212,,,,,212
CDC-002424,2026,HHS,CDC,Global Health,Parasitic Diseases and Malaria,Soil Transmitted Helminth (STH),,Operational Plan,Enacted,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,S026,4,GHC,Division of Global Health Protection,Medium,0,0,212,,,,,212
CDC-002425,2026,HHS,CDC,Global Health,Global Public Health Protection,,,Operational Plan,Enacted,sub_program_level,293.2,Discretionary,Active,No,S026,4,GHC,Division of Global Health Protection,High,0,0,212,,,,,212
CDC-002426,2026,HHS,CDC,Global Health,Global Public Health Protection,Population-based Surveillance Platforms,,Operational Plan,Enacted,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,S026,4,GHC,Division of Global Health Protection,High,0,0,212,,,,,212
CDC-002429,2026,HHS,CDC,Public Health Preparedness and Response,Public Health Emergency Preparedness Cooperative Agreement,,,Operational Plan,Enacted,sub_program_level,735,Discretionary,Active,No,S026,4,ORR,Division of State and Local Readiness,High,0,0,150,,,,,150
CDC-002430,2026,HHS,CDC,Public Health Preparedness and Response,Academic Centers for Public Health Preparedness,,,Operational Plan,Enacted,sub_program_level,9.2,Discretionary,Active,No,S026,4,ORR,Division of Readiness and Response Science,High,0,0,59,,,,,59
CDC-002431,2026,HHS,CDC,Public Health Preparedness and Response,Ready Response Enterprise Data Integration Platform/Forecasting and Outbreak Analytics,,,Operational Plan,Enacted,sub_program_level,30,Discretionary,Active,No,S026,4,ORR,Center for Forecasting and Outbreak Analytics,High,0,0,51,,27,,,78
CDC-002432,2026,HHS,CDC,Public Health Preparedness and Response,CDC Preparedness and Response,,,Operational Plan,Enacted,sub_program_level,139,Discretionary,Active,No,S026,4,ORR,Division of State and Local Readiness,High,0,0,150,0,0,0,0,150
CDC-002436,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Preventive Health and Health Services Block Grant (PPHF),,,Operational Plan,Enacted,sub_program_level,160,PPHF,Active,No,S026,4,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",High,0,0,321,,313,,,634
CDC-002437,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Public Health Leadership and Support and Office of the Director,,,Operational Plan,Enacted,sub_program_level,101.6,Discretionary,Active,No,S026,4,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",HIgh,0,0,321,,313,,,634
CDC-002438,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Public Health Leadership and Support and Office of the Director,Office of Rural Health (ORH),,Operational Plan,Enacted,sub_program_2_level,6,Discretionary,Active,Non-add,S026,4,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",HIgh,0,0,321,,313,,,634
CDC-002439,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Public Health Leadership and Support and Office of the Director,John R. Lewis Undergraduate Public Health Scholars Program,,Operational Plan,Enacted,sub_program_2_level,6.5,Discretionary,Active,Non-add,S026,4,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",HIgh,0,0,321,,313,,,634
CDC-002440,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Public Health Leadership and Support and Office of the Director,"National Academies of Science, Engineering, and Medicine NASEM Study",,Operational Plan,Enacted,sub_program_2_level,1,Discretionary,Active,Non-add,S026,4,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",HIgh,0,0,321,,313,,,634
CDC-002441,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Infectious Diseases Rapid Response Reserve Fund,,,Operational Plan,Enacted,sub_program_level,25,Discretionary,Active,No,S026,4,ORR,Office of Readiness and Response ,High,0,0,527,,27,,,554
CDC-002442,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Public Health Infrastructure and Capacity,,,Operational Plan,Enacted,sub_program_level,360,Total,Active,No,S026,4,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",High,0,0,321,,313,,,634
CDC-002443,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Public Health Infrastructure and Capacity,Public Health Infrastructure and Capacity,,Operational Plan,Enacted,sub_program_2_level,270,Discretionary,Active,Subcomponent,S026,4,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",High,0,0,321,,313,,,634
CDC-002444,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Public Health Infrastructure and Capacity,Public Health Infrastructure and Capacity (PPHF),,Operational Plan,Enacted,sub_program_2_level,90,PPHF,Active,Subcomponent,S026,4,PHIC,"National Center for State, Tribal, Local, and Territorial Public Health Infrastructure and Workforce",High,0,0,321,,313,,,634
CDC-002447,2026,HHS,CDC,Buildings and Facilities,Buildings and Facilities,,,Operational Plan,Enacted,sub_program_level,40,Discretionary,Active,No,S026,4,OD,Office of the Director,Medium,0,0,,,0,,,230
