unique_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,notes,source_id,source_page
CDC-001362,2026,HHS,CDC,Public Health Preparedness and Response,Medical Reserve Corps,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Eliminated,No,Eliminated in FY2026 PB. Realigned from ASPR; FY2024 comparable: $6.240M.,S011,57
CDC-001363,2026,HHS,CDC,Public Health Preparedness and Response,National Disaster Medical System,,,Congressional Justification,Request,sub_program_level,64.904,Discretionary,Active,No,Realigned from ASPR to CDC in FY2026 PB (CJ fn.4). FY2024 comparable: $78.904M. FY2026 PB: $64.904M.,S011,57
CDC-001364,2026,HHS,CDC,Public Health Preparedness and Response,Pandemic and Response Innovation (PRI),,,Congressional Justification,Request,sub_program_level,4,Discretionary,Active,No,Realigned from ASPR to CDC in FY2026 PB (CJ fn.4).,S011,57
CDC-001365,2026,HHS,CDC,Public Health Preparedness and Response,Public Health Emergency Preparedness Cooperative Agreement,,,Congressional Justification,Request,sub_program_level,350,Discretionary,Active,No,"Cut from $735.000M FY2024 to $350.000M FY2026 PB (-$385M, -52%).",S011,57
CDC-001366,2026,HHS,CDC,Buildings and Facilities,,,,Congressional Justification,Request,program_level,40,Discretionary,Active,No,,S011,16
CDC-001367,2026,HHS,CDC,Buildings and Facilities,,,,Congressional Justification,Request,program_level,40,Total,Active,No,,S011,16
CDC-001368,2026,HHS,CDC,Buildings and Facilities,Buildings and Facilities,,,Congressional Justification,Request,sub_program_level,40,Discretionary,Active,No,,S011,79
CDC-001369,2026,HHS,CDC,Cross-Cutting Activities and Program Support,,,,Congressional Justification,Request,program_level,779.52,Discretionary,Active,No,,S011,16
CDC-001370,2026,HHS,CDC,Cross-Cutting Activities and Program Support,,,,Congressional Justification,Request,program_level,105,PHS Evaluation,Active,No,PHS Evaluation Transfer funds. From CJ All-Purpose Table.,S011,16
CDC-001371,2026,HHS,CDC,Cross-Cutting Activities and Program Support,,,,Congressional Justification,Request,program_level,884.52,Total,Active,No,,S011,16
CDC-001372,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Center for Forecasting and Outbreak Analytics,,,Congressional Justification,Request,sub_program_level,50,PHS Evaluation,Active,No,"New dedicated PHS Eval line in FY2026 PB. Previously combined with RREDI as ""RREDI/FOA"" ($55M BA) under Preparedness. Now split into 2 separate PHS Eval lines moved to CDC-Wide.",S011,69
CDC-001373,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Environmental Health Laboratory,,,Congressional Justification,Request,sub_program_level,70.75,Discretionary,Active,No,Realigned from Environmental Health account to CDC-Wide in FY2026 PB (CJ fn.5). Amount unchanged at $70.750M.,S011,69
CDC-001374,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Environmental Health Threats Prevention,,,Congressional Justification,Request,sub_program_level,17,Discretionary,Active,No,"Realigned from Environmental Health to CDC-Wide (CJ fn.6). Renamed from ""Environmental Health Activities"". Amount unchanged at $17.000M.",S011,69
CDC-001375,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Global Public Health Protection,,,Congressional Justification,Request,sub_program_level,293.2,Discretionary,Active,No,Realigned from Global Health account to CDC-Wide in FY2026 PB (CJ fn.5). Amount unchanged at $293.200M. All other Global Health sub-programs eliminated or moved to AHA.,S011,69
CDC-001376,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Infectious Disease Rapid Response Reserve Fund,,,Congressional Justification,Request,sub_program_level,25,Discretionary,Active,No,,S011,69
CDC-001377,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Preventive Health and Health Services Block Grant (PPHF),,,Congressional Justification,Request,sub_program_level,0,PPHF,Eliminated,No,PPHF eliminated in FY2026 PB. Was $160.000M in FY2024/FY2025.,S011,69
CDC-001378,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Public Health Infrastructure and Capacity,,,Congressional Justification,Request,sub_program_level,260,Discretionary,Active,No,Cut from $350.000M FY2024 to $260.000M FY2026 PB (-$90M). No PPHF split (PPHF eliminated). Prior committee reports showed BA ($270M) + PPHF ($90M).,S011,69
CDC-001379,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Public Health Leadership and Support,,,Congressional Justification,Request,sub_program_level,113.57,Discretionary,Active,No,"Cut from $128.570M FY2024 to $113.570M FY2026 PB (-$15M). JES enacted uses combined name ""Public Health Leadership and Support & Office of the Director"" at $101.570M.",S011,69
CDC-001380,2026,HHS,CDC,Cross-Cutting Activities and Program Support,Ready Response Enterprise Data Integration Platform,,,Congressional Justification,Request,sub_program_level,55,PHS Evaluation,Active,No,"New dedicated PHS Eval line in FY2026 PB. Previously combined with FOA as ""RREDI/FOA"" ($55M BA) under Preparedness.",S011,69
CDC-001381,2026,HHS,ATSDR,ATSDR,,,,Congressional Justification,Request,aggregate,78,Total,Active,No,"Total ATSDR Program Level (Discretionary only, Congressional Justification). $78.000M. No PPHF or PHS Eval component for ATSDR.",S011,16
CDC-001382,2026,HHS,ATSDR,ATSDR,,,,Congressional Justification,Request,program_level,78,Discretionary,Active,No,,S011,16
CDC-001383,2026,HHS,ATSDR,ATSDR,,,,Congressional Justification,Request,program_level,78,Total,Active,No,,S011,16
CDC-001384,2026,HHS,AHA,Chronic Disease and Health Prevention,,,,Congressional Justification,Request,program_level,35,Discretionary,Active,No,Program_level Discretionary for AHA Chronic Disease and Health Prevention (CJ). All funding is Discretionary (no PPHF in FY2026 PB). All programs eliminated in FY2026 PB.,S019,21
CDC-001385,2026,HHS,AHA,Chronic Disease and Health Prevention,,,,Congressional Justification,Request,program_level,0,PPHF,Proposed Elimination,No,,S019,22
CDC-001386,2026,HHS,AHA,Chronic Disease and Health Prevention,,,,Congressional Justification,Request,program_level,35,Total,Active,No,"Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB. Subtotal, Chronic Disease and Health Prevention = $0 in FY2026 PB.",S019,22
CDC-001387,2026,HHS,AHA,Chronic Disease and Health Prevention,All Other Chronic Disease/Health Promotion,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001388,2026,HHS,AHA,Chronic Disease and Health Prevention,All Other Chronic Disease/Health Promotion PPHF,,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001389,2026,HHS,AHA,Chronic Disease and Health Prevention,Alzheimer's Disease Program,,,Congressional Justification,Request,sub_program_level,35,Discretionary,Active,No,"Amount sourced from the Make America Healthy Again (MAHA) Initiative under Policy, Research and Oversight (p.29 of AHA CJ). The regular program line under this account is proposed for elimination; funding is re-provided through the MAHA Initiative.",S019,21
CDC-001390,2026,HHS,AHA,Chronic Disease and Health Prevention,Arthritis,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001391,2026,HHS,AHA,Chronic Disease and Health Prevention,Cancer Prevention and Control,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001392,2026,HHS,AHA,Chronic Disease and Health Prevention,Diabetes,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001393,2026,HHS,AHA,Chronic Disease and Health Prevention,Diabetes PPHF,,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001394,2026,HHS,AHA,Chronic Disease and Health Prevention,Epilepsy,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001395,2026,HHS,AHA,Chronic Disease and Health Prevention,Heart Disease and Stroke,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001396,2026,HHS,AHA,Chronic Disease and Health Prevention,Heart Disease and Stroke PPHF,,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001397,2026,HHS,AHA,Chronic Disease and Health Prevention,National Diabetes Prevention Program,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001398,2026,HHS,AHA,Chronic Disease and Health Prevention,National Lupus Patient Registry,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001399,2026,HHS,AHA,Chronic Disease and Health Prevention,"Nutrition, Physical Activity and Obesity",,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001400,2026,HHS,AHA,Chronic Disease and Health Prevention,Oral Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001401,2026,HHS,AHA,Chronic Disease and Health Prevention,Prevention Research Centers,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001402,2026,HHS,AHA,Chronic Disease and Health Prevention,Racial and Ethnic Approaches to Community Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001403,2026,HHS,AHA,Chronic Disease and Health Prevention,Safe Motherhood/Infant Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001404,2026,HHS,AHA,Chronic Disease and Health Prevention,School Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001405,2026,HHS,AHA,Chronic Disease and Health Prevention,Social Determinants of Health,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001406,2026,HHS,AHA,Chronic Disease and Health Prevention,Tobacco Prevention and Control,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001407,2026,HHS,AHA,Chronic Disease and Health Prevention,Tobacco Prevention and Control PPHF,,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,Formerly under CDC. Proposed transfer to AHA in FY2026 PB per HHS reorganization. All Chronic Disease and Health Prevention programs eliminated or restructured in FY2026 PB.,S019,21
CDC-001408,2026,HHS,AHA,Chronic Disease and Health Prevention,All Other Chronic Disease/Health Promotion PPHF,Hospitals Promoting Breastfeeding PPHF,,Congressional Justification,Request,sub_program_2_level,9.75,PPHF,Active,Non-add,Formerly under CDC/Chronic Disease Prevention and Health Promotion. Proposed transfer to AHA in FY2026 PB per HHS reorganization. Hospitals Promoting Breastfeeding PPHF: listed as (non-add) under All Other Chronic Disease/Health Promotion PPHF in AHA CJ.,S019,22
CDC-001409,2026,HHS,AHA,Chronic Disease and Health Prevention,All Other Chronic Disease/Health Promotion PPHF,Million Hearts PPHF,,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Non-add,Formerly under CDC/Chronic Disease Prevention and Health Promotion. Proposed transfer to AHA in FY2026 PB per HHS reorganization. Million Hearts PPHF: listed as (non-add) under All Other Chronic Disease/Health Promotion PPHF in AHA CJ.,S019,22
CDC-001410,2026,HHS,AHA,Chronic Disease and Health Prevention,All Other Chronic Disease/Health Promotion PPHF,National Early Child Care Collaboratives PPHF,,Congressional Justification,Request,sub_program_2_level,5,PPHF,Active,Non-add,Formerly under CDC/Chronic Disease Prevention and Health Promotion. Proposed transfer to AHA in FY2026 PB per HHS reorganization. National Early Child Care Collaboratives PPHF: listed as (non-add) under All Other Chronic Disease/Health Promotion PPHF in AHA CJ.,S019,22
CDC-001411,2026,HHS,AHA,HIV/AIDS,,,,Congressional Justification,Request,program_level,220,Discretionary,Proposed Transfer to AHA,No,Program_level Discretionary for AHA HIV/AIDS (CJ). All funding is Discretionary (no PPHF in FY2026 PB). ,S019,23
CDC-001412,2026,HHS,AHA,HIV/AIDS,,,,Congressional Justification,Request,program_level,220,Total,Active,No,Program_level Total for AHA HIV/AIDS (CJ) — CDC-origin programs only. Domestic HIV Prevention and Research $220M. Ryan White and other HIV/AIDS programs from other agencies not tracked here.,S019,23
CDC-001413,2026,HHS,AHA,HIV/AIDS,Domestic HIV Prevention and Research,,,Congressional Justification,Request,sub_program_level,220,Discretionary,Active,No,Formerly under CDC/Ending the HIV Epidemic Initiative. Only the CDC-origin Domestic HIV Prevention and Research component ($220M) is tracked here; Ryan White and other HIV/AIDS programs originate from other agencies.,S019,23
CDC-001414,2026,HHS,AHA,HIV/AIDS,Domestic HIV Prevention and Research,Ending HIV Epidemic Initiative,,Congressional Justification,Request,sub_program_2_level,220,Discretionary,Active,Non-add,Formerly under CDC/Ending the HIV Epidemic Initiative. Only the CDC-origin Domestic HIV Prevention and Research component ($220M) is tracked here; Ryan White and other HIV/AIDS programs originate from other agencies. Non-add: Ending HIV Epidemic Initiative is the full amount of Domestic HIV Prevention and Research at $220M.,S019,24
CDC-001415,2026,HHS,OS,National Center for Health Statistics,,,,Congressional Justification,Request,program_level,175.297,PHS Evaluation,Proposed Transfer to OS,No,"National Center for Health Statistics (NCHS). In FY2026 President's Budget, NCHS was proposed to move from CDC to the Office of the Secretary: Office of Strategy per HHS reorganization. CJ page 62.  Located in CDC prior to the HHS reorganization.",S020,62
CDC-001416,2026,HHS,OS,National Center for Health Statistics,,,,Congressional Justification,Request,program_level,175.297,Total,Proposed Transfer to OS,No,"Program_level Total for National Center for Health Statistics (CJ). $175.297M PHS Evaluation. In FY2026 PB, NCHS proposed to move from CDC to Office of the Secretary: Office of Strategy.",S020,62
CDC-001417,2026,HHS,OS,OS,,,,Congressional Justification,Request,aggregate,175.297,Total,Proposed Transfer to OS,No,"Total OS program level (CDC-origin programs proposed to transfer to Office of the Secretary, FY2026 PB only). National Center for Health Statistics PHS Evaluation $175.297M. Not enacted — JES restores NCHS to CDC.",S020,62
CDC-001418,2026,HHS,AHA,AHA,,,,Congressional Justification,Request,aggregate,1100.689,Total,Proposed Transfer to AHA,No,"Total AHA program level (CDC-origin programs proposed to transfer to AHA, FY2026 PB only). Birth Defects $157.810M + Environmental Health $64.6M (Safe Water $8.6M + Childhood Lead $51.0M + Lead Exposure Registry $5.0M) + Injury Prevention and Control $550.079M + Occupational Safety and Health $73.2M + Chronic Disease and Health Prevention $35.0M (Alzheimer's via MAHA Initiative) + HIV/AIDS $220.0M = $1,100.689M. Excludes mandatory programs (EEOICPA $50.763M and World Trade Center Health Program $913.025M). Does not include other AHA programs not originating from CDC.",S019,21
CDC-001419,2026,HHS,CDC,CDC,,,,Congressional Justification,Request,aggregate,4242.575,Total,Active,No,"Total CDC Program Level (Congressional Justification, FY2026 PB). Sum of CDC program account Totals excluding ATSDR (separate agency). EEOICPA not included (proposed transfer to AHA in FY2026 PB). CDC programs only: $4,242.575M.",S011,16
CDC-001420,2026,HHS,CDC,Immunization and Respiratory Diseases,,,,Budget in Brief,Request,program_level,963,Discretionary,Active,No,,S010,18
CDC-001421,2026,HHS,CDC,Immunization and Respiratory Diseases,,,,Budget in Brief,Request,program_level,963,Total,Active,No,Total equals Discretionary — no PPHF or PHS Eval component for this program.,S010,18
CDC-001422,2026,HHS,CDC,"Viral Hepatitis, Sexually Transmitted Infections, and Tuberculosis Prevention",,,,Budget in Brief,Request,program_level,300,Discretionary,Active,No,,S010,18
CDC-001423,2026,HHS,CDC,"Viral Hepatitis, Sexually Transmitted Infections, and Tuberculosis Prevention",,,,Budget in Brief,Request,program_level,300,Total,Active,No,Total equals Discretionary — no PPHF or PHS Eval component for this program.,S010,18
CDC-001424,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,Budget in Brief,Request,program_level,870,Discretionary,Active,No,,S010,18
CDC-001425,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,Budget in Brief,Request,program_level,870,Total,Active,No,Total equals Discretionary — no PPHF or PHS Eval component for this program.,S010,18
CDC-001426,2026,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",,,,Budget in Brief,Request,program_level,158,Discretionary,Proposed Transfer to AHA,No,"Appears under Maternal and Child Health in AHA BIB (p.33-34). Remapped to Birth Defects, Developmental Disabilities, Disability and Health for consistency with CDC program structure and AHA CJ.",S010,33
CDC-001427,2026,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health",,,,Budget in Brief,Request,program_level,158,Total,Active,No,"Appears under Maternal and Child Health in AHA BIB (p.33-34). Remapped to Birth Defects, Developmental Disabilities, Disability and Health for consistency with CDC program structure and AHA CJ.",S010,33
CDC-001428,2026,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health","Birth Defects, Developmental Disabilities, Disability and Health",,,Budget in Brief,Request,sub_program_level,158,Discretionary,Proposed Transfer to AHA,No,Appears as a sub-program under Maternal and Child Health in AHA BIB (p.33-34). Remapped here as sub_program_level under Birth Defects program for consistency with CDC program structure and AHA CJ.,S010,33
CDC-001429,2026,HHS,CDC,Public Health Scientific Services,,,,Budget in Brief,Request,program_level,497,Discretionary,Active,No,Discretionary BA only. Calculated: Total ($597.0M) minus PHS Eval ($100.0M) = $497.0M.,S010,18
CDC-001430,2026,HHS,CDC,Public Health Scientific Services,,,,Budget in Brief,Request,program_level,100,PHS Evaluation,Active,Non-add,"Non-add. PHS Evaluation Funds within Public Health Scientific Services. Shown as ""(non-add)"" in BIB table.",S010,18
CDC-001431,2026,HHS,CDC,Public Health Scientific Services,,,,Budget in Brief,Request,program_level,597,Total,Active,No,,S010,18
CDC-001432,2026,HHS,AHA,Environmental Health,,,,Budget in Brief,Request,program_level,65,Discretionary,Proposed Transfer to AHA,No,Program_level Discretionary for AHA Environmental Health (BIB). CDC-origin programs only. Amount matches Total — all funding is Discretionary.,S010,34
CDC-001433,2026,HHS,AHA,Environmental Health,,,,Budget in Brief,Request,program_level,65,Total,Active,No,Program_level Total for AHA Environmental Health (BIB). Safe Water $9M — CDC-origin only.,S010,33
CDC-001434,2026,HHS,AHA,Environmental Health,Childhood Lead Poisoning Prevention,,,Budget in Brief,Request,sub_program_level,51,Discretionary,Proposed Transfer to AHA,No,"Appears under Policy, Research and Oversight in AHA BIB (p.33-34). Remapped to Environmental Health for consistency with CDC program structure and AHA CJ.",S010,34
CDC-001435,2026,HHS,AHA,Environmental Health,Lead Exposure Registry,,,Budget in Brief,Request,sub_program_level,5,Discretionary,Proposed Transfer to AHA,No,"Appears under Policy, Research and Oversight in AHA BIB (p.33-34). Remapped to Environmental Health for consistency with CDC program structure and AHA CJ.",S010,34
CDC-001436,2026,HHS,AHA,Environmental Health,Safe Water,,,Budget in Brief,Request,sub_program_level,9,Discretionary,Proposed Transfer to AHA,No,Formerly under CDC/National Center for Environmental Health. Proposed transfer to AHA in FY2026 PB per HHS reorganization. BIB footnote 46: Located in CDC prior to the HHS reorganization.,S010,33
CDC-001437,2026,HHS,AHA,Injury Prevention and Control,,,,Budget in Brief,Request,program_level,550,Discretionary,Proposed Transfer to AHA,No,Formerly under CDC/National Center for Injury Prevention and Control. Proposed transfer to AHA in FY2026 PB per HHS reorganization. BIB footnote 46: Located in CDC prior to the HHS reorganization.,S010,33
CDC-001438,2026,HHS,AHA,Injury Prevention and Control,,,,Budget in Brief,Request,program_level,550,Total,Active,No,Program_level Total for AHA Injury Prevention and Control (BIB). $550M.,S010,33
CDC-001439,2026,HHS,AHA,Occupational Safety and Health,,,,Budget in Brief,Request,program_level,73,Discretionary,Proposed Transfer to AHA,No,Formerly under CDC/National Institute for Occupational Safety and Health (NIOSH). Proposed transfer to AHA in FY2026 PB per HHS reorganization. BIB footnote 46: Located in CDC prior to the HHS reorganization.,S010,33
CDC-001440,2026,HHS,AHA,Occupational Safety and Health,,,,Budget in Brief,Request,program_level,73,Total,Active,No,Program_level Total for AHA Occupational Safety and Health (BIB). NIOSH $73M.,S010,33
CDC-001441,2026,HHS,CDC,Public Health Preparedness and Response,,,,Budget in Brief,Request,program_level,588,Discretionary,Active,No,,S010,18
CDC-001442,2026,HHS,CDC,Public Health Preparedness and Response,,,,Budget in Brief,Request,program_level,588,Total,Active,No,Total equals Discretionary — no PPHF or PHS Eval component for this program.,S010,18
CDC-001443,2026,HHS,CDC,Buildings and Facilities,,,,Budget in Brief,Request,program_level,40,Discretionary,Active,No,,S010,18
CDC-001444,2026,HHS,CDC,Buildings and Facilities,,,,Budget in Brief,Request,program_level,40,Total,Active,No,Total equals Discretionary — no PPHF or PHS Eval component for this program.,S010,18
CDC-001445,2026,HHS,CDC,Buildings and Facilities,Buildings and Facilities,,,Budget in Brief,Request,sub_program_level,40,Discretionary,Active,No,,S010,18
CDC-001446,2026,HHS,CDC,Cross-Cutting Activities and Program Support,,,,Budget in Brief,Request,program_level,780,Discretionary,Active,No,Discretionary BA only. Calculated: Total ($885.0M) minus PHS Eval ($105.0M) = $780.0M.,S010,18
CDC-001447,2026,HHS,CDC,Cross-Cutting Activities and Program Support,,,,Budget in Brief,Request,program_level,105,PHS Evaluation,Active,Non-add,"Non-add. PHS Evaluation Funds within Cross-Cutting Activities and Program Support. Shown as ""(non-add)"" in BIB table.",S010,18
CDC-001448,2026,HHS,CDC,Cross-Cutting Activities and Program Support,,,,Budget in Brief,Request,program_level,885,Total,Active,No,,S010,18
CDC-001449,2026,HHS,CDC,User Fees,,,,Budget in Brief,Request,program_level,2,User Fees,Active,No,User Fees. Deducted from Total to derive Total Budget Authority.,S010,18
CDC-001450,2026,HHS,CDC,User Fees,,,,Budget in Brief,Request,program_level,2,Total,Active,No,Total for User Fees program line. Equal to User Fees amount ($2M).,S010,18
CDC-001451,2026,HHS,ATSDR,ATSDR,,,,Budget in Brief,Request,aggregate,78,Total,Active,No,"Total ATSDR Program Level (Discretionary only, Budget in Brief). $78.000M. No PPHF or PHS Eval component for ATSDR.",S010,18
CDC-001452,2026,HHS,ATSDR,ATSDR,,,,Budget in Brief,Request,program_level,78,Discretionary,Active,No,,S010,18
CDC-001453,2026,HHS,ATSDR,ATSDR,,,,Budget in Brief,Request,program_level,78,Total,Active,No,Total equals Discretionary — no PPHF or PHS Eval component for this program.,S010,18
CDC-001454,2026,HHS,AHA,Chronic Disease and Health Prevention,,,,Budget in Brief,Request,program_level,35,Discretionary,Active,No,"Chronic Disease and Health Prevention BIB total = Alzheimer's Disease Program $35.0M (appears under Policy, Research and Oversight in AHA BIB p.33-34; remapped here for consistency with CDC program structure).",S010,34
CDC-001455,2026,HHS,AHA,Chronic Disease and Health Prevention,,,,Budget in Brief,Request,program_level,35,Total,Active,No,"Chronic Disease and Health Prevention BIB total = Alzheimer's Disease Program $35.0M (appears under Policy, Research and Oversight in AHA BIB p.33-34; remapped here for consistency with CDC program structure).",S010,34
CDC-001456,2026,HHS,AHA,Chronic Disease and Health Prevention,Alzheimer's Disease Program,,,Budget in Brief,Request,sub_program_level,35,Discretionary,Proposed Transfer to AHA,No,"Appears under Policy, Research and Oversight in AHA BIB (p.33-34). Remapped to Chronic Disease and Health Prevention for consistency with CDC program structure and AHA CJ.",S010,34
CDC-001457,2026,HHS,AHA,HIV/AIDS,,,,Budget in Brief,Request,program_level,220,Discretionary,Proposed Transfer to AHA,No,Program_level Discretionary for AHA HIV/AIDS (BIB). CDC-origin programs only. Amount matches Total — all funding is Discretionary.,S010,33
CDC-001458,2026,HHS,AHA,HIV/AIDS,,,,Budget in Brief,Request,program_level,220,Total,Active,No,Program_level Total for AHA HIV/AIDS (BIB) — CDC-origin only. Ending the HIV Epidemic Initiative – Other Activities $220M.,S010,33
CDC-001459,2026,HHS,AHA,HIV/AIDS,Ending the HIV Epidemic Initiative – Other Activities,,,Budget in Brief,Request,sub_program_level,220,Discretionary,Proposed Transfer to AHA,No,Formerly under CDC/Ending the HIV Epidemic Initiative. Proposed transfer to AHA in FY2026 PB per HHS reorganization. BIB footnote 46: Located in CDC prior to the HHS reorganization. ,S010,33
CDC-001460,2026,HHS,OS,National Center for Health Statistics,,,,Budget in Brief,Request,program_level,175,PHS Evaluation,Proposed Transfer to OS,No,"National Center for Health Statistics (NCHS). In FY2026 President's Budget, NCHS was proposed to move from CDC to the Office of the Secretary: Office of Strategy per HHS reorganization. BIB footnote 56: Located in CDC prior to the HHS reorganization.",S010,45
CDC-001461,2026,HHS,OS,National Center for Health Statistics,,,,Budget in Brief,Request,program_level,175,Total,Proposed Transfer to OS,No,"Program_level Total for Office of Strategy (BIB). National Center for Health Statistics $175M (PHS Evaluation). In FY2026 PB, NCHS proposed to move from CDC to Office of the Secretary: Office of Strategy.",S010,45
CDC-001462,2026,HHS,OS,OS,,,,Budget in Brief,Request,aggregate,175,Total,Proposed Transfer to OS,No,"Total OS program level (CDC-origin programs proposed to transfer to Office of the Secretary, FY2026 PB only). National Center for Health Statistics PHS Evaluation $175.0M. Not enacted — JES restores NCHS to CDC.",S010,34
