unique_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,notes,source_id,source_page
CDC-000374,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Surveillance for Emerging Threats to Mothers and Babies,,,Joint Explanatory Statement,Enacted,sub_program_level,23,Discretionary,Active,No,,S022,27
CDC-000375,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Thalassemia,,,Joint Explanatory Statement,Enacted,sub_program_level,2.1,Discretionary,Active,No,,S022,27
CDC-000376,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Tourette Syndrome,,,Joint Explanatory Statement,Enacted,sub_program_level,2.5,Discretionary,Active,No,,S022,27
CDC-000377,2024,HHS,CDC,Public Health Scientific Services,,,,Joint Explanatory Statement,Enacted,program_level,711.553,Discretionary,Active,No,,S022,28
CDC-000378,2024,HHS,CDC,Public Health Scientific Services,,,,Joint Explanatory Statement,Enacted,program_level,42.944,PHS Evaluation,Active,No,,S022,28
CDC-000379,2024,HHS,CDC,Public Health Scientific Services,,,,Joint Explanatory Statement,Enacted,program_level,754.497,Total,Active,No,,S022,28
CDC-000380,2024,HHS,CDC,Public Health Scientific Services,Advancing Laboratory Science,,,Joint Explanatory Statement,Enacted,sub_program_level,23,Discretionary,Active,No,,S022,28
CDC-000381,2024,HHS,CDC,Public Health Scientific Services,Health Statistics,,,Joint Explanatory Statement,Enacted,sub_program_level,187.397,Total,Active,No,,S022,28
CDC-000382,2024,HHS,CDC,Public Health Scientific Services,Public Health Data Modernization,,,Joint Explanatory Statement,Enacted,sub_program_level,175,Discretionary,Active,No,,S022,28
CDC-000383,2024,HHS,CDC,Public Health Scientific Services,Public Health Workforce,,,Joint Explanatory Statement,Enacted,sub_program_level,71,Discretionary,Active,No,,S022,28
CDC-000384,2024,HHS,CDC,Public Health Scientific Services,"Surveillance, Epidemiology, and Informatics",,,Joint Explanatory Statement,Enacted,sub_program_level,298.1,Discretionary,Active,No,,S022,28
CDC-000385,2024,HHS,CDC,Public Health Scientific Services,Health Statistics,Health Statistics appropriations,,Joint Explanatory Statement,Enacted,sub_program_2_level,144.453,Discretionary,Active,Non-add,,S022,28
CDC-000386,2024,HHS,CDC,Public Health Scientific Services,Health Statistics,Health Statistics section 241 of the PHS Act,,Joint Explanatory Statement,Enacted,sub_program_2_level,42.944,PHS Evaluation,Active,Non-add,,S022,28
CDC-000387,2024,HHS,CDC,Environmental Health,,,,Joint Explanatory Statement,Enacted,program_level,191.85,Discretionary,Active,No,,S022,29
CDC-000388,2024,HHS,CDC,Environmental Health,,,,Joint Explanatory Statement,Enacted,program_level,51,PPHF,Active,No,,S022,29
CDC-000389,2024,HHS,CDC,Environmental Health,,,,Joint Explanatory Statement,Enacted,program_level,242.85,Total,Active,No,,S022,29
CDC-000390,2024,HHS,CDC,Environmental Health,Amyotrophic Lateral Sclerosis Registry,,,Joint Explanatory Statement,Enacted,sub_program_level,10,Discretionary,Active,No,,S022,29
CDC-000391,2024,HHS,CDC,Environmental Health,Asthma,,,Joint Explanatory Statement,Enacted,sub_program_level,33.5,Discretionary,Active,No,,S022,30
CDC-000392,2024,HHS,CDC,Environmental Health,Childhood Lead Poisoning Transfer from the Prevention and Public Health Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,51,PPHF,Active,No,,S022,30
CDC-000393,2024,HHS,CDC,Environmental Health,Climate and Health,,,Joint Explanatory Statement,Enacted,sub_program_level,10,Discretionary,Active,No,,S022,30
CDC-000394,2024,HHS,CDC,Environmental Health,Environmental Health Activities,,,Joint Explanatory Statement,Enacted,sub_program_level,17,Discretionary,Active,No,,S022,30
CDC-000395,2024,HHS,CDC,Environmental Health,Environmental Health Laboratory,,,Joint Explanatory Statement,Enacted,sub_program_level,70.75,Discretionary,Active,No,,S022,29
CDC-000396,2024,HHS,CDC,Environmental Health,Environmental and Health Outcome Tracking Network,,,Joint Explanatory Statement,Enacted,sub_program_level,34,Discretionary,Active,No,,S022,30
CDC-000397,2024,HHS,CDC,Environmental Health,Lead Exposure Registry,,,Joint Explanatory Statement,Enacted,sub_program_level,5,Discretionary,Active,No,,S022,30
CDC-000398,2024,HHS,CDC,Environmental Health,Safe Water,,,Joint Explanatory Statement,Enacted,sub_program_level,8.6,Discretionary,Active,No,,S022,29
CDC-000399,2024,HHS,CDC,Environmental Health,Trevor's Law,,,Joint Explanatory Statement,Enacted,sub_program_level,3,Discretionary,Active,No,,S022,30
CDC-000400,2024,HHS,CDC,Environmental Health,Environmental Health Laboratory,Newborn Screening Quality Assurance Program,,Joint Explanatory Statement,Enacted,sub_program_2_level,21,Discretionary,Active,Non-add,,S022,29
CDC-000401,2024,HHS,CDC,Environmental Health,Environmental Health Laboratory,Newborn Screening/Severe Combined Immunodeficiency Diseases,,Joint Explanatory Statement,Enacted,sub_program_2_level,1.25,Discretionary,Active,Non-add,,S022,29
CDC-000402,2024,HHS,CDC,Injury Prevention and Control,,,,Joint Explanatory Statement,Enacted,program_level,761.379,Discretionary,Active,No,,S022,31
CDC-000403,2024,HHS,CDC,Injury Prevention and Control,,,,Joint Explanatory Statement,Enacted,program_level,761.379,Total,Active,No,,S022,31
CDC-000404,2024,HHS,CDC,Injury Prevention and Control,Adverse Childhood Experiences,,,Joint Explanatory Statement,Enacted,sub_program_level,9,Discretionary,Active,No,,S022,31
CDC-000405,2024,HHS,CDC,Injury Prevention and Control,Domestic Violence Community Projects,,,Joint Explanatory Statement,Enacted,sub_program_level,7.5,Discretionary,Active,No,,S022,31
CDC-000406,2024,HHS,CDC,Injury Prevention and Control,Domestic Violence and Sexual Violence,,,Joint Explanatory Statement,Enacted,sub_program_level,38.2,Discretionary,Active,No,,S022,31
CDC-000407,2024,HHS,CDC,Injury Prevention and Control,Drowning,,,Joint Explanatory Statement,Enacted,sub_program_level,2,Discretionary,Active,No,,S022,31
CDC-000408,2024,HHS,CDC,Injury Prevention and Control,Elderly Falls,,,Joint Explanatory Statement,Enacted,sub_program_level,3.05,Discretionary,Active,No,,S022,31
CDC-000409,2024,HHS,CDC,Injury Prevention and Control,Firearm Injury and Mortality Prevention Research,,,Joint Explanatory Statement,Enacted,sub_program_level,12.5,Discretionary,Active,No,,S022,32
CDC-000410,2024,HHS,CDC,Injury Prevention and Control,Injury Control Research Centers,,,Joint Explanatory Statement,Enacted,sub_program_level,11,Discretionary,Active,No,,S022,31
CDC-000411,2024,HHS,CDC,Injury Prevention and Control,Injury Prevention Activities,,,Joint Explanatory Statement,Enacted,sub_program_level,29.95,Discretionary,Active,No,,S022,31
CDC-000412,2024,HHS,CDC,Injury Prevention and Control,National Violent Death Reporting System,,,Joint Explanatory Statement,Enacted,sub_program_level,24.5,Discretionary,Active,No,,S022,31
CDC-000413,2024,HHS,CDC,Injury Prevention and Control,Opioid Overdose Prevention and Surveillance,,,Joint Explanatory Statement,Enacted,sub_program_level,505.579,Discretionary,Active,No,,S022,31
CDC-000414,2024,HHS,CDC,Injury Prevention and Control,Rape Prevention,,,Joint Explanatory Statement,Enacted,sub_program_level,61.75,Discretionary,Active,No,,S022,31
CDC-000415,2024,HHS,CDC,Injury Prevention and Control,Suicide Prevention,,,Joint Explanatory Statement,Enacted,sub_program_level,30,Discretionary,Active,No,,S022,31
CDC-000416,2024,HHS,CDC,Injury Prevention and Control,Traumatic Brain Injury,,,Joint Explanatory Statement,Enacted,sub_program_level,8.25,Discretionary,Active,No,,S022,31
CDC-000417,2024,HHS,CDC,Injury Prevention and Control,Youth Violence Prevention,,,Joint Explanatory Statement,Enacted,sub_program_level,18.1,Discretionary,Active,No,,S022,31
CDC-000418,2024,HHS,CDC,Injury Prevention and Control,Domestic Violence and Sexual Violence,Child Maltreatment,,Joint Explanatory Statement,Enacted,sub_program_2_level,7.25,Discretionary,Active,Non-add,,S022,31
CDC-000419,2024,HHS,CDC,Injury Prevention and Control,Domestic Violence and Sexual Violence,Child Sexual Abuse Prevention,,Joint Explanatory Statement,Enacted,sub_program_2_level,3,Discretionary,Active,Non-add,,S022,31
CDC-000420,2024,HHS,CDC,Occupational Safety and Health,,,,Joint Explanatory Statement,Enacted,program_level,362.8,Discretionary,Active,No,,S022,32
CDC-000421,2024,HHS,CDC,Occupational Safety and Health,,,,Joint Explanatory Statement,Enacted,program_level,362.8,Total,Active,No,,S022,32
CDC-000422,2024,HHS,CDC,Occupational Safety and Health,Education and Research Centers,,,Joint Explanatory Statement,Enacted,sub_program_level,32,Discretionary,Active,No,,S022,32
CDC-000423,2024,HHS,CDC,Occupational Safety and Health,Firefighter Cancer Registry,,,Joint Explanatory Statement,Enacted,sub_program_level,5.5,Discretionary,Active,No,,S022,32
CDC-000424,2024,HHS,CDC,Occupational Safety and Health,Mining Research,,,Joint Explanatory Statement,Enacted,sub_program_level,66.5,Discretionary,Active,No,,S022,32
CDC-000425,2024,HHS,CDC,Occupational Safety and Health,National Mesothelioma Registry and Tissue Bank,,,Joint Explanatory Statement,Enacted,sub_program_level,1.2,Discretionary,Active,No,,S022,32
CDC-000426,2024,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda,,,Joint Explanatory Statement,Enacted,sub_program_level,119.5,Discretionary,Active,No,,S022,32
CDC-000427,2024,HHS,CDC,Occupational Safety and Health,Other Occupational Safety and Health Research,,,Joint Explanatory Statement,Enacted,sub_program_level,115.1,Discretionary,Active,No,,S022,32
CDC-000428,2024,HHS,CDC,Occupational Safety and Health,Personal Protective Technology,,,Joint Explanatory Statement,Enacted,sub_program_level,23,Discretionary,Active,No,,S022,32
CDC-000429,2024,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda,"Agriculture, Forestry, and Fishing",,Joint Explanatory Statement,Enacted,sub_program_2_level,29,Discretionary,Active,Non-add,,S022,32
CDC-000430,2024,HHS,CDC,Occupational Safety and Health,Other Occupational Safety and Health Research,Total Worker Health,,Joint Explanatory Statement,Enacted,sub_program_2_level,11.8,Discretionary,Active,Non-add,,S022,33
CDC-000431,2024,HHS,CDC,EEOICPA,,,,Joint Explanatory Statement,Enacted,program_level,50.763,Mandatory,Active,No,,S022,19
CDC-000432,2024,HHS,CDC,EEOICPA,,,,Joint Explanatory Statement,Enacted,program_level,50.763,Total,Active,No,,S022,19
CDC-000433,2024,HHS,CDC,Global Health,,,,Joint Explanatory Statement,Enacted,program_level,692.843,Discretionary,Active,No,,S022,34
CDC-000434,2024,HHS,CDC,Global Health,,,,Joint Explanatory Statement,Enacted,program_level,692.843,Total,Active,No,,S022,34
CDC-000435,2024,HHS,CDC,Global Health,Global HIV/AIDS Program,,,Joint Explanatory Statement,Enacted,sub_program_level,128.921,Discretionary,Active,No,,S022,34
CDC-000436,2024,HHS,CDC,Global Health,Global Public Health Protection,,,Joint Explanatory Statement,Enacted,sub_program_level,293.2,Discretionary,Active,No,,S022,34
CDC-000437,2024,HHS,CDC,Global Health,Global Tuberculosis,,,Joint Explanatory Statement,Enacted,sub_program_level,11.722,Discretionary,Active,No,,S022,34
CDC-000438,2024,HHS,CDC,Global Health,Measles and Other Vaccine Preventable Diseases,,,Joint Explanatory Statement,Enacted,sub_program_level,50,Discretionary,Active,No,,S022,34
CDC-000439,2024,HHS,CDC,Global Health,Parasitic Diseases and Malaria,,,Joint Explanatory Statement,Enacted,sub_program_level,29,Discretionary,Active,No,,S022,34
CDC-000440,2024,HHS,CDC,Global Health,Polio Eradication,,,Joint Explanatory Statement,Enacted,sub_program_level,180,Discretionary,Active,No,,S022,34
CDC-000441,2024,HHS,CDC,Public Health Preparedness and Response,,,,Joint Explanatory Statement,Enacted,program_level,938.2,Discretionary,Active,No,,S022,35
CDC-000442,2024,HHS,CDC,Public Health Preparedness and Response,,,,Joint Explanatory Statement,Enacted,program_level,938.2,Total,Active,No,,S022,35
CDC-000443,2024,HHS,CDC,Public Health Preparedness and Response,Academic Centers for Public Health Preparedness,,,Joint Explanatory Statement,Enacted,sub_program_level,9.2,Discretionary,Active,No,,S022,35
CDC-000444,2024,HHS,CDC,Public Health Preparedness and Response,CDC Preparedness and Response,,,Joint Explanatory Statement,Enacted,sub_program_level,139,Discretionary,Active,No,,S022,35
CDC-000445,2024,HHS,CDC,Public Health Preparedness and Response,Public Health Emergency Preparedness Cooperative Agreement,,,Joint Explanatory Statement,Enacted,sub_program_level,735,Discretionary,Active,No,,S022,35
CDC-000446,2024,HHS,CDC,Public Health Preparedness and Response,Ready Response Enterprise Data Integration Platform/Forecasting and Outbreak Analytics,,,Joint Explanatory Statement,Enacted,sub_program_level,55,Discretionary,Active,No,,S022,35
CDC-000447,2024,HHS,CDC,Buildings and Facilities,,,,Joint Explanatory Statement,Enacted,program_level,40,Discretionary,Active,No,,S022,36
CDC-000448,2024,HHS,CDC,Buildings and Facilities,,,,Joint Explanatory Statement,Enacted,program_level,40,Total,Active,No,,S022,36
CDC-000449,2024,HHS,CDC,Buildings and Facilities,Buildings and Facilities,,,Joint Explanatory Statement,Enacted,sub_program_level,40,Discretionary,Active,No,,S022,36
CDC-000450,2024,HHS,CDC,CDC-Wide Activities and Program Support,,,,Joint Explanatory Statement,Enacted,program_level,418.027,Discretionary,Active,No,,S022,36
CDC-000451,2024,HHS,CDC,CDC-Wide Activities and Program Support,,,,Joint Explanatory Statement,Enacted,program_level,245.543,PPHF,Active,No,,S022,36
CDC-000452,2024,HHS,CDC,CDC-Wide Activities and Program Support,,,,Joint Explanatory Statement,Enacted,program_level,663.57,Total,Active,No,,S022,36
CDC-000453,2024,HHS,CDC,CDC-Wide Activities and Program Support,Infectious Diseases Rapid Response Reserve Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,25,Discretionary,Active,No,,S022,36
CDC-000454,2024,HHS,CDC,CDC-Wide Activities and Program Support,Preventive Health and Health Services Block Grant Transfer from the Prevention and Public Health Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,160,PPHF,Active,No,,S022,36
CDC-000455,2024,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Infrastructure and Capacity,,,Joint Explanatory Statement,Enacted,sub_program_level,350,Total,Active,No,,S022,36
CDC-000456,2024,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support & Office of the Director,,,Joint Explanatory Statement,Enacted,sub_program_level,128.57,Discretionary,Active,No,,S022,36
CDC-000457,2024,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support & Office of the Director,Office of Rural Health,,Joint Explanatory Statement,Enacted,sub_program_2_level,5,Discretionary,Active,Non-add,,S022,36
CDC-000458,2024,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,7937.588,Discretionary,Active,No,"Sum of FY2024 JES program-level Discretionary appropriations entered in tracker: $7,937.588M. Sourced from program tables throughout JES document. Note: JES p.19 cites total BA of $7,937.588M which includes EEOICPA mandatory ($50.763M); the Discretionary figure here represents the sum of all Discretionary program rows only.",S022,19
CDC-000459,2024,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,1186.2,PPHF,Active,No,"Sum of FY2024 JES program-level PPHF rows: $1,186.200M. Sourced from program tables throughout JES document. Matches JES p.19 cited PPHF total of $1,186,200,000.",S022,19
CDC-000460,2024,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,42.944,PHS Evaluation,Active,No,Sum of FY2024 JES program-level PHS Evaluation rows: $42.944M. Sourced from Public Health Scientific Services section 241 PHS Act evaluation funds.,S022,28
CDC-000461,2024,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,50.763,Mandatory,Active,No,Sum of FY2024 JES program-level Mandatory rows: $50.763M (EEOICPA only). Sourced from EEOICPA section of JES document.,S022,19
CDC-000462,2024,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,9217.495,Total,Active,No,"Sum of all FY2024 JES program-level Total rows entered in tracker: $9,217.495M. NOTE: The JES document cites a total of $9,222.090M ($7,937.588M BA + $1,186.200M PPHF). The $4.595M difference reflects programs documented in the JES but not captured in the available PDF excerpt used for data entry. The document-cited total is authoritative; the tracker total reflects only programs for which sub-program detail was available.",S022,19
CDC-000463,2024,HHS,CDC,Immunization and Respiratory Diseases,,,,Operational Plan,Enacted,program_level,237.358,Discretionary,Active,No,FY2024 final BA per Operating Plan. Significant shift from CJ request: PPHF absorbed most immunization program funding.,S006,1
CDC-000464,2024,HHS,CDC,Immunization and Respiratory Diseases,,,,Operational Plan,Enacted,program_level,681.933,PPHF,Active,No,,S006,1
CDC-000465,2024,HHS,CDC,Immunization and Respiratory Diseases,,,,Operational Plan,Enacted,program_level,919.291,Total,Active,No,,S006,1
CDC-000466,2024,HHS,CDC,Immunization and Respiratory Diseases,Acute Flaccid Myelitis,,,Operational Plan,Enacted,sub_program_level,6,Discretionary,Active,No,,S006,1
CDC-000467,2024,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases,,,Operational Plan,Enacted,sub_program_level,681.933,Total,Active,No,,S006,1
